title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Data Scientist – Analytics,Alberta Blue Cross,"Alberta Blue Cross® is an Alberta based organization dedicated to delivering exceptional customer experience and community leadership. We’re committed to providing the best health coverage to over 1.8 million members and take an active role in promoting wellness. We believe in what we do—and place trust in our employees to deliver our vision.Working at Alberta Blue Cross® means having a career where you’ll be recognized for your contributions. We value diversity, encourage our employees to maintain a healthy work-life balance and provide opportunities for career growth.OVERVIEW:Reporting to the Manager of Analytics, Alberta Blue Cross is seeking a Data Scientist supporting the development and implementation of the organization’s Data Analytics strategy. This position will be part of a team whose purpose will be to advance the impact that data and analytics will have on the business as well as support and foster a data driven culture. In return this individual will experience a dynamic, highly engaged and fast-paced organization that is committed to your success.As a Data Scientist, you will play a critical role in the delivery of our enterprise data analytics strategy and development of machine learning capabilities. You will partner with internal stakeholders to drive the adoption of advanced analytics across the business. The ideal candidate thrives on challenge, is unfazed by complexity and persists in the face of ambiguity. She/he will be highly curious, results-oriented, self-driven and possess an acute sense of business opportunity.WHAT YOU WILL DO:Participate in problem solving initiatives, collaborating within a cross functional team of specialists, to design innovative solutions for clients and business leadersParticipate in the wrangling of data, especially with regard to the more practical aspects like quality assurance, cleaning, aggregation and integrationApply data science expertise including descriptive, predictive, machine learning, deep learning and AI techniques to generate new insights and solve business problems.Demonstrate creative problem solving and ability to translate data patterns into business insights, cause/effect relationships and variables to amplify predictive power of underlying modelsMake business recommendations with effective presentations of findings at multiple levels of stakeholders through visual displays of quantitative informationWHAT YOU WILL HAVE:Bachelor’s, Master’s or Doctoral degree in computing science, statistics, mathematics, engineering, or a related field in which advanced statistical methods are used.5+ years of quantitative analysis experience, including handling, manipulating and analyzing data and creating analytical reportsAbility to visualize results in ways that make complicated relationships clear.Comfortable using one or more statistical programming languages (i.e., Python/R/SAS) to work with large data sets and relational databases. Familiarity with any of the following tools is a plus: Microstrategy or Power BIFamiliarity with Azure technologies and Databricks is preferred.Strong written and verbal communication skills.Ability to work effectively as an autonomous data scientist on a small project, and to collaborate with an interdisciplinary group on larger projects.Disciplined curiosity, consistent with the best traditions of science.Previous success in the construction of production-grade predictive models.Deep knowledge and experience of the algorithms and techniques of modern data science especially as they pertain to business and experimentationThis position will remain open until a suitable candidate is selected.Alberta Blue Cross® is an inclusive employer committed to a workplace that reflects the diversity of the communities we serve. We empower and are advocates for our employees by welcoming, respecting and valuing their unique perspectives, backgrounds, and experiences.We offer a competitive salary and benefits package and the opportunity to work in an innovative, high-energy team-focused environment. If you have the qualifications we are looking for, please apply.",onsite,NaN,Greater Edmonton Metropolitan Area,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Insurance'}]",2023-03-23,https://ca.linkedin.com/jobs/view/data-scientist-%E2%80%93-analytics-at-alberta-blue-cross-3509357389?refId=%2B%2BKhw39RvWfb1SXQ%2FpTKmQ%3D%3D&trackingId=qAdBBaWhc6GJ9jiQ1BUOyg%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Research Engineer,MarketMuse,"OverviewMarketmuse Inc.'s M4 Lab is seeking a Research Engineer to help create the next generations of content analytics and content generation technologies. This role blends production software development and research in deep learning, information theory, machine learning, knowledge representation, and computational linguistics. The engineer will work on natural language processing systems that try to understand the semantics, intent, and topical structure of vast amounts of web content. This role requires extensive knowledge and experience in architecting and developing data intensive applications.About UsMarketmuse Inc. is a rapidly growing institutionally-backed content planning technology firm with offices in Montreal, Boston, and New York City. We are the premier provider of enterprise content planning technologies and are recognized as a leading technology for content marketing functions. MarketMuse's new M4 Lab (the MarketMuse Montreal Machine Monograph Lab) will be a hub for our advanced machine learning and data sciences teams working on cutting-edge R&D to improve our systems' quality of content understanding, knowledge representation, and machine learning powered content generation assistance tools. Our software also helps our clients optimize or create content ranging from short blog posts to long whitepapers.ResponsibilitiesDesign and implement reliable distributed data pipelinesDesign and implement scalable machine learning solutions geared towards solving natural language processing, knowledge representation, and natural language generation problemsCreate parallelized and/or distributed versions of existing algorithmsResearch, design and develop novel algorithmsCollaborate with research scientists, architects, software developers, and product management to design and program innovative strategic and tactical solutions that meet market needs with respect to functionality, performance, reliability, realistic implementation schedules, and adherence to development goals and principlesGather and determine requirements for new features from internal colleaguesRequired SkillsExperience with architecting data intensive applicationsExperience with data mining or machine learning applicationsExperience writing software in one or more languages such as Python, Scala and/or similar. Experience working with data structures, algorithms and software designKnowledge of data warehousing concepts, including data warehouse technical architectures, infrastructure components, tools and environments (such as Apache Beam, Hadoop, Spark, Pig, Hive, MapReduce, Flume)Experience with fast prototypingExperience working effectively with software engineering teamsMentor others in achieving their career growth potentialRequired Education And Experience LevelMS in Computer Science, Computer Engineering, Deep Learning, Machine Learning, Statistics, Computational Linguistics, or a very related field; other exceptional candidates with extensive ML/DL/NLP/NLG backgrounds may also be consideredAt least 2 years of research engineering experience with respect to ML/DL/NLP/NLGAt least 1 year of distributed or highly threaded software development experiencePreferred But Optional SkillsExperience with workflow tools like Airflow, Luigi, etc. Hands-on experience implementing new research ideas with a neural network training framework such as Tensorflow, Keras, or PyTorchA PhD in machine learningExperience with academic machine learning research",onsite,NaN,"Montreal, Quebec, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-08,https://ca.linkedin.com/jobs/view/machine-learning-research-engineer-at-marketmuse-3506627485?refId=%2B%2BKhw39RvWfb1SXQ%2FpTKmQ%3D%3D&trackingId=5xSYHg%2Fm7XJgnHwYKJS9bw%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Altus Group,"Job CategoryData SolutionsOpportunity Awaits at Altus Group!Altus Group is seeking a Data Scientist to support Altus Labs, the firm's commercial real estate (CRE) hub for innovation, focused on applying new data, methodologies, and tech to drive better client investment and operating outcomes. The Data Scientist will support the development of new analytics and data solutions through statistical modeling, feature engineering, machine learning and interpretation, and will work with other Data Scientists and Economists in the broader Data & Analytics group.Key ResponsibilitiesData ScienceResponsibilities Will IncludeThe Data Scientist will be part of a team dedicated to rapid iteration on a vast set of CRE and other economic/demographic data sets.Advanced analysis: Mining and analyzing data to build and improve analytics and existing CRE performance models.Data science experimentation and testing: Data wrangling, data visualization, feature engineering, model selection, tuning, and maintenance/enhancement of CRE models and analytics.Setting standards: Collaborating with other Data Scientists to implement processes and tools to monitor and analyze CRE model/analytics performance and accuracy. Work will involve evaluating the use of new internal and external data sets.Communication and collaborationThe Data Scientist Will Also Be Responsible ForTranslating and summarizing data science experiments to make go/no-go recommendations on the use of new econometrics or ML techniques and new data sets.Establishing new modeling approaches as part of the Data & Analytics team at Altus by sharing and documenting best practices based on solid statistical/econometric/ML principles.Who You AreA collaborative communicator. You are able to work independently but enjoy collaborating with a broader team to share ideas, questions, and insights regarding data and the use of different modeling approaches.A scientist at heart. You are thoughtful and rigorous about modeling methodology and setting standards for exploration and experimentation. You creatively apply existing methodology to new analytical challenges and thrive on asking ""What if?"" questions.Skilled in statistics/econometrics. You recognize that a simple approach can be the best approach, but also have applied experience with statistics/econometric modeling, perhaps with tools like Stata, R, or SPSS. Python toolkits you may have used recently include statsmodels, Prophet, or sktime.Applied-first. You have demonstrated programming expertise with Python and SQL for ML techniques, including feature engineering/selection, model selection, model tuning, and performance measurement.Other Background4+ years of experience working in an applied economist or data scientist position, depending on academic backgroundApplied ML or econometrics experience with Python or RBS or MS degree in Economics, Computer Science, Applied Mathematics, or a related technical fieldExperience with commercial real estate a plusCome realize your potential at Altus Group!Altus Group is committed to fostering an inclusive and accessible environment where employees feel valued and respected, and where every employee has the opportunity to realize their potential. We are committed to providing reasonable accommodations, if required, and will work with you to meet your needs. If you are a person with a disability and require assistance during the application process, please contact us at accessibility@altusgroup.com or 416-641-9500.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Leasing Non-residential Real Estate'}]",2023-04-21,https://ca.linkedin.com/jobs/view/data-scientist-at-altus-group-3572777781?refId=%2B%2BKhw39RvWfb1SXQ%2FpTKmQ%3D%3D&trackingId=k%2FFzPommhD53rWrVh6QnGw%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Zany Consulting Group,"Job Posting Start Date: 05/01/2023Job Posting End Date: 10/31/2023Description: Key Accountabilities: Partner with internal stakeholders from multiple departments to identify opportunity for applying data science to solve complex business challenges such as maximize yield, process robustness, predictable supply, proactive identification of potential issues.Extract, transform and analyze data from multiple data sources ensuring data quality and integrity is maintained from source to the final output.Develop and implement algorithms using advanced statistical and mathematical methods.Support the implementation of Process Analytical Technologies to enable data capture for use in quantitative analysis and improved level of process understanding.Provide clear and concise oral and written communication.Promote a strong quality mindset with a strong focus on data integrity, validation and data governance. Education :MS or PhD in Chemical Process or Industrial Engineering. Experience :Experience in data science, process modeling and optimization or a similar technical field.Minimum 1- 3 Years Of Relevant Industrial Experience.Strong experience in delivering insights through statistical data analysis, data modeling and data visualization.Experience In Using Python (advanced Skills), JMP And SIMCA.Experience with developing business requirements, use cases and user stories in a data analytics context.Experience with implementing ETL processes for aggregating and contextualizing data.Exposure to best practices in data management and data governance practices.Ability to deliver projects with complex requirements and a strong customer focus.Ability to influence and communicate with a diverse group of stakeholders from multiple levels of management.Ability to succeed in a team-oriented environment under very dynamic conditions.Experience with Industrial Internet of Things.Experience with Big Data ecosystem.Powered by JazzHR5xs20B6Qpr",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-04-04,https://ca.linkedin.com/jobs/view/data-scientist-at-zany-consulting-group-3557048402?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=342gWRe3bVsMF%2B%2FHxY0dwg%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (Canada),Tiger Analytics,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner.We are looking for a motivated and passionate Machine Learning Engineers for our team.As part of this job, you will be responsible for:Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutionsCreating Scalable Machine Learning systems that are highly performantBuilding reusable production data pipelines for implemented machine learning modelsWriting production-quality code and libraries that can be packaged as containers, installed and deployedRequirementsBachelor's degree or higher in computer science or related, with 5+ years of work experienceAbility to collaborate with Data Engineers and Data Scientist to build data and model pipelines and help running machine learning tests and experimentsAbility to manage the infrastructure and data pipelines needed to bring ML solution to productionEnd-to-end understanding of applications being created and maintain scalable machine learning solutions in productionAbility to abstract complexity of production for machine learning using containersAbility to troubleshoot production machine learning model issues, including recommendations for retrain, revalidate, and improvementsExperience with Big Data Projects using multiple types of structured and unstructured dataAbility to work with a global team, playing a key role in communicating problem context to the remote teamsExcellent communication and teamwork skillsAdditional Skills Required:Python, Spark, Hadoop, Docker, with an emphasis on good coding practices in a continuous integration context, model evaluation, and experimental designTest-driven development (prefer py. test/nose), experience with Cloud environmentsProficiency in statistical tools, relational databases, and expertise in programming language like python/SQL is desired.Good to have:Knowledge of ML frameworks like Scikitlearn, Tensorflow, Keras, etc.Knowledge of MLflow, Airflow, KubernetesKnowledge on any of the cloud-native MLaaS offerings like AWS SageMaker, AzureML, or Google AI platformBenefitsSignificant career development opportunities exist as the company grows. The position offers a unique opportunity to be part of a small, fast-growing, challenging and entrepreneurial environment, with a high degree of individual responsibility.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-12,https://ca.linkedin.com/jobs/view/machine-learning-engineer-canada-at-tiger-analytics-3559055003?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=uM9Vr93rrECEkjLlKyEVUA%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer (Canada),Tiger Analytics,"Tiger Analytics is an advanced analytics consulting firm. We are the trusted analytics partner for several Fortune 100 companies, enabling them to generate business value from data. Our consultants bring deep expertise in Data Science, Machine Learning, and AI. Our business value and leadership have been recognized by various market research firms, including Forrester and Gartner.We are looking for a motivated and passionate Machine Learning Engineers for our team.As part of this job, you will be responsible for:Providing solutions for the deployment, execution, validation, monitoring, and improvement of data science solutionsCreating Scalable Machine Learning systems that are highly performantBuilding reusable production data pipelines for implemented machine learning modelsWriting production-quality code and libraries that can be packaged as containers, installed and deployedRequirementsBachelor's degree or higher in computer science or related, with 5+ years of work experienceAbility to collaborate with Data Engineers and Data Scientist to build data and model pipelines and help running machine learning tests and experimentsAbility to manage the infrastructure and data pipelines needed to bring ML solution to productionEnd-to-end understanding of applications being created and maintain scalable machine learning solutions in productionAbility to abstract complexity of production for machine learning using containersAbility to troubleshoot production machine learning model issues, including recommendations for retrain, revalidate, and improvementsExperience with Big Data Projects using multiple types of structured and unstructured dataAbility to work with a global team, playing a key role in communicating problem context to the remote teamsExcellent communication and teamwork skillsAdditional Skills Required:Python, Spark, Hadoop, Docker, with an emphasis on good coding practices in a continuous integration context, model evaluation, and experimental designTest-driven development (prefer py. test/nose), experience with Cloud environmentsProficiency in statistical tools, relational databases, and expertise in programming language like python/SQL is desired.Good to have:Knowledge of ML frameworks like Scikitlearn, Tensorflow, Keras, etc.Knowledge of MLflow, Airflow, KubernetesKnowledge on any of the cloud-native MLaaS offerings like AWS SageMaker, AzureML, or Google AI platformBenefitsSignificant career development opportunities exist as the company grows. The position offers a unique opportunity to be part of a small, fast-growing, challenging and entrepreneurial environment, with a high degree of individual responsibility.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-12,https://ca.linkedin.com/jobs/view/machine-learning-engineer-canada-at-tiger-analytics-3559049840?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=7R3oFOwjjYOCEy6j%2FHZ4Uw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,MobSquad,Nan,onsite,NaN,"Vancouver, British Columbia, Canada",[],2023-03-22,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-mobsquad-3534854448?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=zP9ZPBVhb7u43GOqkPgYrw%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Industrial Affairs (IA) Data Scientist,Experfy,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-02,https://ca.linkedin.com/jobs/view/industrial-affairs-ia-data-scientist-at-experfy-3545263282?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=BDedkBhbrrQ2Pr0mPj3aRw%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
AI Scientist,Nuvoola AI,Nan,onsite,NaN,"Québec, Quebec, Canada",[],2021-11-04,https://ca.linkedin.com/jobs/view/ai-scientist-at-nuvoola-ai-2817977273?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=8Gs0FgMfS9gLT%2FtyKzlt%2BQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Prenuvo,Nan,onsite,NaN,"Vancouver, British Columbia, Canada",[],2023-04-11,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-prenuvo-3560474483?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=pnKQjeKYhLmy27vx9p1AiA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Sr Data Scientist,owl.co,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-03-24,https://ca.linkedin.com/jobs/view/sr-data-scientist-at-owl-co-3542339051?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=z7ESPTUD1sX2nK9g7m5BaQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,NTENT,"Position: Full timeLocation: Toronto, Ontario (Initially Remote)About UsNTENT provides a Platform-as-a-Service (PaaS), allowing industry partners to customize, localize and integrate search technologies directly into their business-to-consumer offerings. We are a unique group of brilliant minds intent on discovering, learning and building. We work in a vibrant atmosphere, with an emphasis on personal and professional development. This is an opportunity to tackle complex problems usually reserved for a handful of large companies in the search industry.About The OpportunityWe are looking for a talented Machine Learning Engineer to join our team and deliver machine learning-driven products. The right candidate will work on development, deployment, and lifecycle management of machine learning models for various large-scale applications (natural language understanding, web search and ranking, recommendation, personalization, dialog/conversation management).KeywordsMachine learning, natural language processing, learning-to-rank, online learning, deep learning, interactive machine learning, machine teaching, conversational agents, human computer interactionDuties And ResponsibilitiesDesign, implement, and deploy machine learning algorithms.Manage machine learning algorithm lifecycle.Coordinate data collection and annotation efforts.Work with real-time data and content coming from various data sources.Manage machine learning data pipelines. Design tests for machine learning algorithm effectiveness and performance monitoring.Design tools and interfaces for interactive machine learning and teaching.Research and development on cutting-edge machine learning technologies.Qualifications And SkillsGraduate degree in Computer Science with a strong background in machine learning required.Strong problem-solving abilities, solid background in algorithms and data structures required.Strong programming skills in Python and Scala required. Experience in other programming languages (eg. Java, R, Haskell) a plus.Solid knowledge of machine learning tools (eg. scikit-learn, tensorflow, keras, pytorch, Spark MLlib) required.Experience with distributed and streaming data technologies (eg. Hadoop, Spark, Kafka) required.Experience with building and deploying API's with Docker and Kubernetes required.Experience with natural processing tasks (eg. named entity recognition, language modeling, vector representations) required.Experience with Elastic Search, Lucene a plus but not required.Experience with ranking algorithms a plus but not required.Experience with interactive machine learning (eg. active learning, reinforcement learning, machine teaching) a plus but not required.The ideal candidate will be self-motivated, possess excellent communication skills (both oral and written) and be able to work independently. A keen interest in various aspects of natural language processing is essential in our multi-disciplinary team.We offer a full comprehensive benefits package including medical, dental and vision. Employees receive a generous time off (PTO) plan and 13 holidays per year. We also offer 401(k) benefits, long term disability benefits and life.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-03,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-ntent-3500412274?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=EbXExDQyMuLziti8Syw7Mg%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
"Data Scientist, Artificial Intelligence",Air Canada,"DescriptionJob DescriptionBeing part of Air Canada is to become part of an iconic Canadian symbol, recently ranked the best Airline in North America. Let your career take flight by joining our diverse and vibrant team at the leading edge of passenger aviation.As a Data Scientist at Air Canada, you will drive the analytical scope and method for projects using Mathematics, Stats, Machine Learning and Business Understanding to derive structure and knowledge from raw data. We are looking for a data scientist that will help us discover the information hidden in vast amounts of data and help us make smarter decisions to deliver even better products and services. Your primary focus will be in applying data mining techniques, doing statistical analysis, and building high quality prediction systems integrated with our products and services.Key FunctionsAccountable for the manipulation of complex and extremely varied data sets within Air Canada and external sources to solve real world problemsDesign, develop and evaluate innovative models, data science products and solutions for internal clients as well as for our data science teamOversee the day-to-day operations including the testing and maintenance of data science solutions Write highly optimized code to advance our internal Data Science Toolbox and practiceWork in a multi-disciplinary environment with specialists in machine learning, data engineering and design and provide acquired expertise in these areasEnsure the optimization of data science models, including feature selection and build, using different techniques in the data science toolbox Accountable for the integrity of Air Canada’s data extended to third party sources Ensure the continued enhancement of data collection procedures, including information that is relevant for the building analytical solutionsAccountable for the integrity of data used for analysis and modeling Develop automated processes for large scale data analysisProvide technical guidance to junior members of the teamQualifications MSc or PhD level in the field of Computer Science, Machine Learning, Applied Statistics, or Mathematics  5 to 9 years of experience as a data scientist or in a similar role  Experience in statistical modelling and machine learning techniques  Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, etc.  Experience with common data science toolkits, such as Scikit learn, XGBoost, Numpy, fbprophet, etc  Experience with cloud machine learning tools (Azure ML, databricks), an asset  Programming experience in at least two of the following languages: R, Python, Scala, SQL  Experience in applying data science methods to business problems  Experience in applying advanced analytical and statistical methods in the commercial world  Strong presentation and communication skills, with the ability to explain complex analytical concepts to people from other fields  Knowledge of distributed computing language such as pyspark  Experience with data visualization tools such as plotly, seaborn, matplotlib, etc.  Proficiency in using query languages such as SQL, Hive, Pig  Experience with NoSQL databases, such as MongoDB, Cassandra, HBase  Good applied statistics skills, such as distributions, statistical testing, regression, etc.  Good scripting and programming skills  Data-oriented personality Conditions Of Employment Candidates must be eligible to work in the country of interest, at the time any offer of employment is made and seeking any required work permits/visas or other authorizations which may be required is the sole responsibility of the candidates applying for this position. Linguistic RequirementsBased on equal qualifications, preference will be given to bilingual candidates.Diversity and InclusionAir Canada is strongly committed to Diversity and Inclusion and aims to create a healthy, accessible and rewarding work environment which highlights employees’ unique contributions to our company’s success.As an equal opportunity employer, we welcome applications from all to help us build a diverse workforce which reflects the diversity of our customers, and communities, in which we live and serve.Air Canada thanks all candidates for their interest; however only those selected to continue in the process will be contacted",onsite,NaN,"Dorval, Quebec, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Airlines and Aviation'}]",2023-03-30,https://ca.linkedin.com/jobs/view/data-scientist-artificial-intelligence-at-air-canada-3549964954?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=YFkf1yEKZrs7K%2F7M0SwmRA%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Scientist,Focal Systems,"Data ScientistToronto, ONWho We AreFocal Systems is the industry leader in retail AI solutions. We are a Silicon Valley based startup, with operations in Canada, that has more than doubled in size every year since inception. Our mission is to automate and optimize brick and mortar retail using deep learning computer vision. We have been deployed at scale with the top retailers in the world. We are looking for smart, creative and passionate people who love to learn, enjoy thinking critically, and want to help build a great and enduring company!What We Are Looking ForWe generate billions of data points every minute that we utilize to help our clients optimize their store operations. As the Data Scientist, you will be responsible for managing our end to end data pipeline from image to insight. Reporting to the CEO and Head of Product, you will work very closely with our Product, Infrastructure and Deep Learning teams.What You Will Do Identify data, metrics and analyses needs; Initiate, develop and maintain data pipelines and data models that powers dashboards and data products with outstanding craftsmanship Synthesize data findings into compelling stories and communicate them throughout Focal Systems Act as a strategic partner to Head of Product and Focal executives; initiate and execute on data-driven analyses to help prioritize opportunities and provide actionable recommendations Prototype new analytics & machine learning models that improve both our insights and the product directly Work to drive new data initiatives, automation of reports, and establish best practices Work to scale our insights through better systems and automation Maximize efficiency and productivity through extensive process analysis and interdepartmental collaboration Design and implement processes and operational procedure around our data pipeline Analyze and report on performance metrics such as throughput, accuracy and cost for our data operations Work closely with product & engineering on building out the tools and platforms utilized in our data processingWhat You Need To Be Successful At least a BS degree (MS / PhD degree preferred) in Engineering, Math, or Computer Science with 5+ years relevant experience Deep understanding of statistics Proven ability to manage complex data analysis Excellent communication, presentation and demonstration skills Experience with data analytics/business intelligence tools Deep experience with SQL; knowledge of Python strongly preferred Stable job history with a ""go-the-distance"" attitude Uphold our values & mission Startup mentality, team player and willing to work 40+ hours a weekWhy Focal SystemsStrong Values and Mission: We are a tightly-knit team with an ambitious mission and a strong set of core values, which define our approach to business and have successfully guided us since inception.Exceptional Team: We are a team of hard-working, fun-loving professionals from some of the most eminent universities, research labs, and tech companies of our time. We pride ourselves on recruiting exceptional individuals to help us redefine the state-of-the-art.Outstanding Partners: We work with 10+ of the largest retailers in the world and have a world-class roster of investors, advisors and partners to support & advise us in our endeavors.What We OfferWe care deeply about the health, happiness, and wellbeing of all of our employees. We offer: Competitive Salary & Attractive Stock Catered lunches Paid Time Off Quarterly Team Retreats Education grants",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-17,https://ca.linkedin.com/jobs/view/data-scientist-at-focal-systems-3521989313?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=g2lvVkdWoa20ITAMNKT%2F1A%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Candidature spontanée,COEX,"Un employeur qui met l’employé au cœur de ses priorités :Notre plus grande force c’est notre équipe. C’est pourquoi nous tenons à offrir un espace de travail où le plaisir, la flexibilité et le développement professionnel de nos employé.e.s occupent une place de choix.Une firme Montréalaise dynamique et créative :Reconnue pour sa rigueur professionnelle, son souci du service à la clientèle, ainsi que l’innovation et l’expertise de son équipe d’architectes chevronnés, notre expérience est vaste et couvre l’éventail complet des services professionnels dans le domaine de l’architecture. Notre champ d’expertises inclus des projets d’envergures diverses et variées dans les domaines de la santé, l'éducation, le transport, l'institutionnel, les résidences pour aînés, et l'habitation.Des espaces de travail où on se sent bien :Nous avons trois espaces de bureaux à votre disposition. Le premier est situé au cœur de la petite Italie, à proximité du métro Beaubien et tout près du marché Jean-Talon, le second à quelques pas du métro place Saint-Henri et le troisième est à votre discrétion. Nous avons vécu les avantages du télétravail et c’est pourquoi nous souhaitons offrir la possibilité à tout le monde de travailler tant au bureau qu’à la maison.Vous ne trouvez pas de poste qui répond exactment à ce que vous cherchez? Ça tombe bien, nous embauchons des individus, et non des profils. Envoyez nous votre CV!",onsite,NaN,"Montreal, Quebec, Canada","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Other'}, {'Industries': 'Technology, Information and Internet'}]",2022-09-02,https://ca.linkedin.com/jobs/view/candidature-spontan%C3%A9e-at-coex-3291290714?refId=zNRuQDDKFdM12hv2jtRoMw%3D%3D&trackingId=op3Ag0SZtHRHQ1PlkGCZiw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
