title,company,description,onsite_remote,salary,location,criteria,posted_date,link
Data Analyst at Letsema Consulting,Letsema,Nan,onsite,NaN,"Johannesburg, Gauteng, South Africa",[],2023-04-18,https://za.linkedin.com/jobs/view/data-analyst-at-letsema-consulting-at-letsema-3574751577?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=anAxut8oqFSvEx7OMkMLAQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst at Mancosa,MANCOSA,Nan,onsite,NaN,"Durban, KwaZulu-Natal, South Africa",[],2023-04-19,https://za.linkedin.com/jobs/view/data-analyst-at-mancosa-at-mancosa-3576108454?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=cpx64alTtD6le8iaTgQIVw%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis Resource Person at HiiT Plc – Abuja & Oyo,HiiT Plc,Nan,onsite,NaN,"Abuja, Federal Capital Territory, Nigeria",[],2023-03-27,https://ng.linkedin.com/jobs/view/data-analysis-resource-person-at-hiit-plc-%E2%80%93-abuja-oyo-at-hiit-plc-3573002849?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=evbPKb1ni%2F%2Fk6Dr7NpYgyg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst (1-2 years experience),Gary Myatt Ltd,Nan,onsite,NaN,"South West Ethiopia Peoples, Ethiopia",[],2023-03-17,https://et.linkedin.com/jobs/view/data-analyst-1-2-years-experience-at-gary-myatt-ltd-3529182396?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=lyxK2Qllnct0Ypa2MJ8OJQ%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Sabenza IT,Nan,onsite,NaN,"Sandton, Gauteng, South Africa",[],2023-04-21,https://za.linkedin.com/jobs/view/data-analyst-at-sabenza-it-3579463498?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=r0mM7wbQEVJ5NXxDU63%2F7g%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Discovery Limited,Nan,onsite,NaN,"Gauteng, South Africa",[],2023-03-27,https://za.linkedin.com/jobs/view/data-analyst-at-discovery-limited-3579630107?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=iVuPtcauHl5OQz%2Fd8ikQkw%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis Resource Personnel at HiiT Plc,HiiT Plc,Nan,onsite,NaN,"Oyo, Oyo State, Nigeria",[],2023-03-27,https://ng.linkedin.com/jobs/view/data-analysis-resource-personnel-at-hiit-plc-at-hiit-plc-3573006612?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=WNjJ%2BPjTuLET94MRymPFhQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
Sales Assistant Analyst - Reporting & Analytics (Shopper Insights),PepsiCo,Nan,onsite,NaN,"Cairo, Cairo, Egypt",[],2023-04-10,https://eg.linkedin.com/jobs/view/sales-assistant-analyst-reporting-analytics-shopper-insights-at-pepsico-3564628513?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=WuA9VtkZ%2B5BKMAFYDUz4UQ%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,John Goddard Associates,"Data Analyst.London/Hybrid.£50,000-£60,000Sponsorship not available. ResponsibilitiesRun regular production of MI and ad-hoc requests for data analysis.Support the development of robust data analysis for both ad-hoc and regular management reporting;Support the development of efficient management information (MI) production;Support the execution of prudential and model development activities.Support the build-out of a robust data governance and quality process with the risk function;Operates in line with the Bank's Risk Management Framework (including sub-frameworks) and relevant risk and compliance policies and procedures, ensuring appropriate and timely escalation of any concerns to their line manager.Requirementshave at least 1 year of relevant experience working with data analysis within financial services;be degree educated or equivalent, preferably in a STEM subject;have a basic knowledge of SAS and SQL and be eager to develop furtherbe comfortable working with various MS Excel features such as formulas and pivot tableshave a good understanding of risk/financial terminology and be interested in developing this knowledge furtherbe proactive and able to act on their own initiative;deliver high-quality outcomes and have excellent attention to detail;be willing to learn and to work in an organized yet flexible and collaborative mannerMcGregor Boyall is an equal opportunity employer and do not discriminate on any grounds.",onsite,NaN,"South East, South-East District, Botswana","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Construction'}]",2023-04-17,https://bw.linkedin.com/jobs/view/data-analyst-at-john-goddard-associates-3569833895?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=PH5nGzWnoY7K1Op80ZU5FQ%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analytics and AI Intern at ipNX Nigeria Limited,ipNX Nigeria Limited,Nan,onsite,NaN,Nigeria,[],2023-03-22,https://ng.linkedin.com/jobs/view/data-analytics-and-ai-intern-at-ipnx-nigeria-limited-at-ipnx-nigeria-limited-3565748941?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=7MtwReOL%2FzcV51u3cNqbkQ%3D%3D&position=20&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst at HRbreakoutRoom,HRbreakoutroom,Nan,onsite,NaN,"Lagos, Lagos State, Nigeria",[],2023-03-24,https://ng.linkedin.com/jobs/view/data-analyst-at-hrbreakoutroom-at-hrbreakoutroom-3567985176?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=JcctqpOkGxC%2F2Gt4u1%2FVZw%3D%3D&position=21&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst - SQL Server - Python,Northland Camp & Conference Center,Nan,onsite,NaN,"South East, South-East District, Botswana",[],2023-04-19,https://bw.linkedin.com/jobs/view/junior-data-analyst-sql-server-python-at-northland-camp-conference-center-3572731253?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=kbS1yXUBsKMnErR40D6auA%3D%3D&position=22&pageNum=0&trk=public_jobs_jserp-result_search-card
Junior Data Analyst,Six Sense Consulting,Nan,onsite,NaN,"Johannesburg, Gauteng, South Africa",[],2023-04-21,https://za.linkedin.com/jobs/view/junior-data-analyst-at-six-sense-consulting-3579466525?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=ej3e0OazoJ%2BaeCYU%2FmLnPQ%3D%3D&position=23&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analytics Analyst,RPO Recruitment,Nan,onsite,NaN,"Johannesburg, Gauteng, South Africa",[],2023-02-13,https://za.linkedin.com/jobs/view/data-analytics-analyst-at-rpo-recruitment-3520476233?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=lrO15LZE9ZKNm3uNnmdO0Q%3D%3D&position=24&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,DataDrive2030,Nan,onsite,NaN,"Cape Town, Western Cape, South Africa",[],2023-04-20,https://za.linkedin.com/jobs/view/data-analyst-at-datadrive2030-3556166286?refId=Y8ejgvOSFCEHueq1sYhmVw%3D%3D&trackingId=JfCeHotdNeFVKGc0KCtggg%3D%3D&position=25&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst at Flutterwave,Flutterwave,"Never Miss a Job Update Again. Company: Location: NigeriaState: Job type: Full-Time Job category:  Job DescriptionFlutterwave was founded on the principle that every African must be able to participate and thrive in the global economy. To achieve this objective, we have built a trusted payment infrastructure that allows consumers and businesses (African and International) make and receive payments in a convenient border-less manner.We Are Recruiting To Fill The Position BelowJob Title: Data AnalystLocation: Lekki, LagosEmployment: Type Full-TimeDepartment: Data TeamThe RoleWe are seeking a highly skilled and motivated Data Analyst with a minimum of 3 years of experience to join our team.You are an individual who is passionate about data, driven to make a difference, and eager to solve complex problems?In this role, you will have the opportunity to analyze data, provide insights, and drive decision-making.You will be a key member of the team and will play a vital role in shaping the future of our company. Principal Duties and ResponsibilitiesDevelop and deliver analytics reporting and Business Intelligence dashboards as required by business areasInterpreting data and analysis into impactful, action-orientated reports for internal stakeholdersPromote a data-driven organization and empower teams with actionable data and automated and intuitive KPI dashboards.Develop strong cross-functional partnerships across the company (Engineering, Product, Finance, Marketing, Operations, etc.)Support the team and/or other analysts in the design, construction, and implementation of appropriate analytical processes which support business objectives.Interface with business teams to understand their data requirements and provide them with actionable insights and reports.Communicate key findings and insights to both technical and non-technical stakeholders using storytelling techniquesPerform ETLs as may be required. Competency and Skill RequirementsBachelor’s Degree in Computer Science or other related fields of core sciences or equivalent experience.Minimum of 3 years experience working as a data analyst.Experience with Power BI, Tableau, or similar tools for data visualization.Familiarity with SQL and working with relational databases. Python would be a plus.Exceptional communication/interpersonal skills to articulate ideas, frame problems, and offer solutions. Strong leadership track record with the ability to work effectively with leadership teams.Experience with A/B or multivariate testing.A balanced strategic and tactical thinker with strong presentation, problem-solving, and analytical skills.Able to manage multiple cross-functional projects across different departments.Strong attention to detail, results-driven with high accuracy of outputAuthorization to work in the country without sponsorship.Application Closing DateNot Specified.Don't Keep! Kindly Share:",onsite,NaN,"Lagos, Lagos State, Nigeria","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Financial Services'}]",2023-04-18,https://ng.linkedin.com/jobs/view/data-analyst-at-flutterwave-at-flutterwave-3569971690?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=2kBdeh12DpbyvFY2YEm6RA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Raya Holding for Financial Investments,Nan,onsite,NaN,"6th of October, Al Jizah, Egypt",[],2023-04-18,https://eg.linkedin.com/jobs/view/data-analyst-at-raya-holding-for-financial-investments-3570081512?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=EDHJKzMtxbHqvK13rwnvtg%3D%3D&position=2&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst at Mancosa,MANCOSA,Nan,onsite,NaN,"Durban, KwaZulu-Natal, South Africa",[],2023-04-19,https://za.linkedin.com/jobs/view/data-analyst-at-mancosa-at-mancosa-3576108454?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=5BhWdzhbZ9A7n7%2B%2FDybayw%3D%3D&position=3&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst at TradeDepot,TradeDepot,Nan,onsite,NaN,"Lagos, Lagos State, Nigeria",[],2023-03-24,https://ng.linkedin.com/jobs/view/data-analyst-at-tradedepot-at-tradedepot-3567982818?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=86PD1uexUSAQSV4FhhjCng%3D%3D&position=4&pageNum=0&trk=public_jobs_jserp-result_search-card
Graduate Data Analyst,Gary Myatt Ltd,Nan,onsite,NaN,"South West Ethiopia Peoples, Ethiopia",[],2023-03-17,https://et.linkedin.com/jobs/view/graduate-data-analyst-at-gary-myatt-ltd-3529179835?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=9AcV6JRb2qEZSn9FIveh6w%3D%3D&position=5&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Discovery Limited,Nan,onsite,NaN,"Gauteng, South Africa",[],2023-03-27,https://za.linkedin.com/jobs/view/data-analyst-at-discovery-limited-3579630107?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=NVQLnQGSCwQ66Pjoix2DmQ%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Halan - حالا,Nan,onsite,NaN,"Cairo, Cairo, Egypt",[],2023-03-05,https://eg.linkedin.com/jobs/view/data-analyst-at-halan-%D8%AD%D8%A7%D9%84%D8%A7-3513824643?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=Ef5ZY99uDC2%2FvY1%2B6qji5A%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,Sabenza IT,Nan,onsite,NaN,"Sandton, Gauteng, South Africa",[],2023-04-21,https://za.linkedin.com/jobs/view/data-analyst-at-sabenza-it-3579463498?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=sXvzvzDKpy888QAcXrk0NQ%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis Resource Personnel at HiiT Plc,HiiT Plc,Nan,onsite,NaN,"Oyo, Oyo State, Nigeria",[],2023-03-27,https://ng.linkedin.com/jobs/view/data-analysis-resource-personnel-at-hiit-plc-at-hiit-plc-3573006612?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=%2FBk23ZMxPkUbZkIqT3Ic6Q%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst,RPO Recruitment,"We are looking for a passionate certified Data Analyst. The successful candidate will turn data into information, information into insight and insight into business decisions. Data analyst responsibilities include conducting full lifecycle analysis to include requirements, activities and design.Data analysts will develop analysis and reporting capabilities. They will also monitor performance and quality control plans to identify improvements.Responsibilities Interpret data, analyze results using statistical techniques and provide ongoing reports  Develop and implement databases, data collection systems, data analytics and other strategies that optimize statistical efficiency and quality  Acquire data from primary or secondary data sources and maintain databases/data systems  Identify, analyze, and interpret trends or patterns in complex data sets  Filter and “clean” data by reviewing computer reports, printouts, and performance indicators to locate and correct code problems  Work with management to prioritize business and information needs  Locate and define new process improvement opportunities Requirements Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy  Adept at queries, report writing and presenting findings  BS in Mathematics, Economics, Computer Science, Information Management or Statistics BenefitsRPO is a Specialist Recruitment Agency that focuses on providing candidates and clients with unique recruitment solutions specifically tailored to their needs.We focus on helping you reach your personal and professional goals by connecting you to your perfect career path.To apply for this role please visit the RPO recruitment website: rporecruitment.us or connect with our consultant: Robyn Andreka on LinkedIn regarding this vacancy. Alternatively email us at the email address below: Financialcareers@rpo-recruit.za.com",onsite,NaN,"Johannesburg, Gauteng, South Africa","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Finance'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-03,https://za.linkedin.com/jobs/view/data-analyst-at-rpo-recruitment-3503932450?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=vtjbGYx30Jpo6mmGzjd6tg%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
DATA ANALYST,Societe Generale,"Intégré à la Direction Marketing . La Data Analyt aura pour mission principale :• Analyser les données de la banque (clients et prospects) afin de déterminer les opportunités de développement et d'optimisation pour accompagner des objectifs de croissance.• Collecter, nettoyer et analyser les données clients de la banque• Identifier les tendances et les opportunités à partir des données analysées et superviser les tendances du marché et les opportunités de développement• Développer des modèles de prévision pour les indicateurs clés de performance de la banque• Travailler en étroite collaboration avec les équipes de marketing produit et technique pour améliorer et faire évoluer l'approche data marketingProfil recherché :Connaissance approfondie des techniques d'analyse de données, y compris la modélisation statistique, la segmentation de données, etc.Expérience en utilisation de logiciels d'analyse de données, tels que R, Python, SAP, Power BI etc.Fortes compétences en communication et en collaboration avec les différentes équipes marketingConnaissance des outils de marketing digital, tels que Google Analytics, Google AdWords, etc.Diplôme : Diplômé(e), Bac+5 universitaire ou d’une grande école d'ingénieurs dans le domaine des études mathématiques ou statistiques avec 5/6 ans d'expérience .",onsite,NaN,"Prefecture of Casablanca, Casablanca-Settat, Morocco","[{'مستوى الأقدمية': 'مساعد'}, {'نوع التوظيف': 'دوام كامل'}, {'المهام الوظيفية': 'التسويق و تكنولوجيا المعلومات'}, {'المجالات': 'الأعمال المصرفية'}]",2023-04-12,https://ma.linkedin.com/jobs/view/data-analyst-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-3562629642?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=vLwn2AneOJd4oS4H4pcbIA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analysis Resource Person at HiiT Plc – Abuja & Oyo,HiiT Plc,"Never Miss a Job Update Again. Company: Location: NigeriaState: Job type: Job category:  Job DescriptionHiiT Plc owns Nigeria’s foremost ICT Training / Education Institute, HiiT Training Institute (HiiT for short) with Training Centres across the Nation. We commenced training operations as Hands-on Institute of Information Technology (HiiT) on Monday, 15th April 1996, and we have graduated over 50,000 Students at our Training Centres across the Nation in the past 24 years.We Are Recruiting To Fill The Position BelowJob Title: Data Analysis Resource PersonLocation: Abuja and OyoEmployment Type: Full-timeQualificationsBachelor’s Degree in Applied Mathematics, Statistics or Related Field with a minimum of 2/2 from an approved Tertiary Institute.1 – 2 years Data Analysis experience.Proficient in SQL, Power BI, Tableau, Python and Advanced Excel.Excellent verbal and written communication.Job RequirementsMust be resident in Ibadan.The ideal candidate will use their passion for big data and analytics to provide insights covering a range of data Analytics tools.mResponsible for guiding beginners to advanced level in Data Analytics.Good knowledge of Data Analysis Tools and Implementation.Provide Technical expertise in data storage structures, data mining and data cleansing.Ability to analyze existing tools and databases.Handle large data sets and related databases.Develop clear visualizations to convey complicated data in a straightforward fashion.Ability to tutor a group of people and pass down knowledge.Application Closing Date20th May, 2023.Don't Keep! Kindly Share:",onsite,NaN,"Abuja, Federal Capital Territory, Nigeria","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'IT Services and IT Consulting'}]",2023-03-27,https://ng.linkedin.com/jobs/view/data-analysis-resource-person-at-hiit-plc-%E2%80%93-abuja-oyo-at-hiit-plc-3573002849?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=R%2FzS81Th7Iy%2BsgxsN%2F3tyQ%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Data Analyst At IITA (Tamale),IITA LIMITED,"The International Institute of Tropical Agriculture (Sustainable, ww.iit.org) is an international non-profit organisation working with diverse partners to develop agriculture solutions to tackle hunger and poverty by reducing producer and consumer risks, enhancing crop quality and productivity, and generating wealth from agriculture in sub-Saharan Africa.. IITA-Ghana seeks to recruit qualified Data Analyst and an Accounts and Administrative Assistant for its projects on 'Putting Nitrogen Fixation to work for smallholder farmers in Africa (N2 Africa) and the 'Africa Research in Sustainable Intensification for the Next Generation (Africa Rising) respectivelyJob Responsibilities Train and support partners in establishment of agronomic trials. Develop templates for collection of data from agronomic and demonstration trials, Develop templates for collection of quality data from socio economic studies. Data entry analysis and synthesis and summary. Draw correct conclusions from analyzed data. Store and share entire project research data and share it with the senior project data analyst. Write summary reports from the data outputs. Assist with writing of technical reports and manuscripts. Assist with dissemination of project results to IITA and other project partners. Ensure timely output and feedback from partners. Any other duty as assigned by the Country Coordinator.Qualification Required & Experience MSc or MPhil in Biometrics, Statistics, Soil Science and Agronomy. A minimum of two (2) years experience in agronomic field experimentation and research data management. Capability of organising, managing, and participating in agricultural and socio- economic research including design of experimental and socioeconomic research protocols. At least two years experience in analysis and general management of research data. Knowledge of qualitative and quantitative data analysis Knowledge and ability to use statistical data analysis packages, e.g. Genstat, R, SAS and SPSS. Ability to work in a multidisciplinary team and multi-cultural environment. Ability to work with farmers Ability to speak one or more of the native local languages in Northern GhanaLocation: TamaleHow To Apply For The JobInterested candidates should send a covering letter, curriculum vitae, names and addresses of three referees should be addressed to:The Country Representative,IITA-Ghana,Tamale Office,P.O. Box TL 6,Tamale.1st Road Off Regional Education Office, Sagnarigu Main Road. All application should be sent by email to:Closing Date: 10 July, 2015IITA is an equal opportunity employer and particularly welcomes applications from women candidates. Only shortlisted candidates will be contacted.",onsite,NaN,Ghana,"[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Accounting'}]",2023-01-13,https://gh.linkedin.com/jobs/view/data-analyst-at-iita-tamale-at-iita-limited-3467065084?refId=92cZPruWJNL%2B47D%2FOz9%2ByQ%3D%3D&trackingId=1T9E2q7PEnr5A3Xv9qD9Vg%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
