title,company,description,onsite_remote,salary,location,criteria,posted_date,link 
Machine Learning Engineer,MobSquad,"About MobsquadWe are a well-funded, hyper-growth, scale-up looking for an experienced Machine Learning Engineer. If you've ever dreamed of working with a top tier technology company scale-up, on leading edge technologies, backed by the very best venture capitalists in the world, then this is your chance.Some details about MobSquad:MobSquad solves the significant and growing technology talent shortage faced by US-based start-ups and scale-ups by enabling its clients to quickly have a turnkey ""virtual"" Canadian subsidiary. MobSquad ensures technology professionals with US work visa challenges remain working with their current company, but nearshore from Canada. This is accomplished via MobSquad's unique partnership with the Canadian Government, enabling work visas to be issued for technology professionals and their respective families within four to six weeks, and Canadian permanent residency within six to eight months. Additionally, MobSquad has unfettered access to top-tier global technology talent which it relocates to Canada and pairs with American as well as Canadian clients on an exclusive, long-term basis, helping firms not only retain their existing world-class technology talent base, but grow it substantially. We're a Certified B corporation, and have made numerous contributions to charitable organizations, as well as a financial commitment to the Upside Foundation. We believe we are playing a key role in enhancing Canada's innovation economy, and have received financial support from the Government of Canada, Province of Alberta, Province of Nova Scotia, and City of Calgary, to support this ambition. For our workplace culture, we were recognized as the 3rd best place to work in Canada (for a small company) in 2020, as well as recognized specifically for being one of the best workplaces nationally for: inclusion; mental wellness; giving back; youth; and technology. We were also recognized as one of the best start-ups to work for across Canada. For our innovative business model, we have been featured in numerous media outlets including: Asian Pacific Post; BetaKit; Bloomberg; CBC; Global News; Gothamist; International Business Times; MIT Technology Review; Nearshore Americas; Nikkei Asian Review; NPR; The Economic Times of India; The Financial Times; The Globe and Mail; The Information; The New York Times; and The Washington Post. Harvard Business School published a case study on MobSquad last fall, and Harvard Business Review featured us multiple times in an article that appeared on the cover of their November/December 2020 edition. You can learn more about us on our website. About The RoleAs a Machine Learning Engineer, you will be part of a Canada-based team working remotely with a leading US scale-up. Your team will operate alongside many other talented developers and data scientists in Canada, and you will be an integral part of the tech community that MobSquad has built.This role requires someone who has demonstrated an ability to use data to train models which can be used to automate processes such as image classification, speech recognition, and forecasting. The ideal candidate has deployed or attempted to execute Artificial Intelligence theories from various Machine Learning (ML) models and algorithms, and they also have familiarity with data science engineering. The candidate should be able to apply their analytical skills to develop large-scale ML models that reveal the value in data. They are able to understand business objectives from a broader team and build customized models and processes to enable delivery of the business objectives.About YouYou have an advanced degree (M.S. or PhD) in Computer Science, Engineering, Mathematics, Physics, or a comparable analytical field from an accredited institutionYou have over five years of experience working with deep learning frameworks (TensorFlow, Keras)You have over five years of experience with relevant languages (Python, Java) and libraries (scikit-learn, Pandas)You have over five years of experience developing unique algorithmsYou have strong experience creating and deploying machine learning modelsYou have demonstrated knowledge of relevant libraries and operating systems (OpenCV, Linux)You have knowledge of SQL (MySQL, PostgreSQL) and NoSQL (MongoDB, Cassandra, HBase) databases You have strong attention to detail, translating to strength in data quality verification to enable clean data at all timesYou have work/project history reflective of a self-motivated professional who excels when given open-ended problems and broadly-defined goals, having an innate desire to build models and algorithms that reveal the patterns and relationships in data that can be leveraged to provide business valueWHAT YOU'LL GET @MOBSQUADA full-time position that offers competitive compensationA benefits program delivered through our bespoke digital platform, giving you control, choice, and flexibility. We give you the ability to build your package of benefits covering health (e.g., medical, dental, vision), wellness (e.g., gym, workout gear, massage, transit), and RRSP (retirement savings)A downtown office location with first-rate amenities, surrounded by great restaurants and easily-accessible transitFor international candidates, sponsorship for an immediate work permit, expedited permanent residency, and Canadian citizenship within four yearsAt MobSquad, we support and encourage building a work environment that is diverse, inclusive, and safe for all. We invite and welcome applicants of all backgrounds, regardless of race, religion, sexual orientation, gender identity, national origin, or disability.",onsite,NaN,"Vancouver, British Columbia, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-22,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-mobsquad-3534854448?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=cDAxXuaJiihhdroE3zpVWw%3D%3D&position=6&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer/Developer,Experfy,"Opportunity DescriptionOur client looking for a Software Engineer/Developer to join our digital data team for designing and implementing enterprise data and analytics/insights applications. Will be responsible for the quality of deliveries (compliance with requirements), privacy, security and quality by design and provide all associated documentation for reference and reporting. Will troubleshoot coding problems quickly and efficiently. Will be involved in directing system testing and validation procedures before formal launch. Will troubleshoot coding problems quickly and efficiently.ToolsProgramming languages: Python (expert)DevOps: Gitlab, Docker, CI/CD, Terraform, UNIX based command lineGood knowledge of cloud computing, knowing AWS is a plusData: SQLProject management & support: JIRA projects & service desk, Confluence, TeamsSkillsExposure to analytics applications or experience building analytics tools in pythonAnalytic reasoning, and complex problem solving involving mathematical programming and big data problemsProficiency with infrastructure as code principlesFamiliarity with data science methods and scaling data science methodsFamiliarity with storage, data manipulation and management of relational, non-relational and streaming data structuresUnderstanding of parallel computingSoft SkillsPragmatic and capable of solving complex issuesAbility to understand business needsGood communicationPush innovative solutionsService-oriented, flexible & team playerSelf-motivated, take initiativeAttention to detail & technical intuitionExperience5-7 years of experience in a software development environmentExperience in a healthcare company is a plusPreferred QualificationsMaster’s Degree in Computer Research Science, Statistics, Operations Research, or related fieldRequirementsResponsibilitiesUnderstand business issues and translate these into technical needsApply software development practices and standards to develop robust and maintainable softwareDevelop abstract analytic models to solve complex problems for decision analysisMaintain an active role in every part of the software development life cycleGuide non-technical teams in understanding analytics at scale, infrastructure as code and best practices for robust software developmentOptimize and enhance computational efficiency of algorithms and software designPartner with Data Engineers, Data Scientists, and Data Scientists to scale prototypes models to robust modelsWork closely with IT operations team (ITS) to ensure that the POC will be eligible for industrializationInteract directly with business teams on new features for future product releasesShare software design and solutions ideasDevelop software verification plans and quality assurance proceduresDocument and maintain software functionalityActively contribute to Data platform communityDeploying software tools, processes, and metrics in client run environment",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Contract'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-02,https://ca.linkedin.com/jobs/view/software-engineer-developer-at-experfy-3545266238?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=PNLgzGI3rwv9QPiWDNWaSA%3D%3D&position=7&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,Experfy,"Job Highlights: Work in close collaboration with relevant stakeholders to contextualize the architecture design Work with development teams and product managers to ideate and develop software solutions Design end-to-end solutions to meet business needs in an operational and ﬁnancially efficient manner Promote the right usage of company standards, IT industry practices, and emerging standards Leverage the existing portfolio of digital products, catalogue of services, and promotes the usage of existing building blocks Design and produce design documents and solution roadmaps showing the transition states Verify the consideration of nonfunctional requirements as part of the product backlog Orchestrate the delivery of interconnected technology components through the solution life cycle Contribute to standards life cycle maintenanceRequirementsKey Functional Requirements & Qualifications: Degree in Computer Science, Statistics, or relevant field Familiarity with Service-oriented architecture and APIs, experience designing/developing RESTful APIs a plus Strong experience in Coding (Python, Spark, REST, Golang, Javascript, Java, NodeJS, Angular) Software best practices (design patterns, dev standards) Experience using Cloud Containerization technologies (Docker, Kubernetes, AWS ECR/EKS) Familiarity with AWS data and object stores (e.g. Snowflake, AWS DocumentDB, S3) Working knowledge of Databricks Familiarity with Github, SonarQube, Checkmarx, Artifactory, AWS Cloudwatch, Authorization (OAuth, Keycloak, AuthN/AuthZ), & Terraform Experience with JIRA & Confluence a plus Deep AI/ML knowledge",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-02,https://ca.linkedin.com/jobs/view/software-engineer-at-experfy-3545264219?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=SvaiHQ5y%2F3m11j6YRZlN6w%3D%3D&position=8&pageNum=0&trk=public_jobs_jserp-result_search-card
Embedded Software Engineer (Junior/Intermediate/Senior),Evertz,"Entry & Intermediate level opportunities available.As a member of the R&D team, you will be challenged with designing and testing the latest broadcast equipment incorporating the most advanced technology.Requirements:C, C++ programming and debugging skillsReal-Time Operating Systems, Embedded Linux, FreeRTOS and Device Driver experience essentialStructured, object oriented design and programming techniquesData structures, device design and embedded real-time applicationsData Communication Network and associated Layer 2 and 3 protocolsKnowledge of digital hardware (SoC, x86, ARM microprocessor and its peripherals, FPGA, DSP etc.)Familiar with CI/CD pipelines (such as Jenkins)Additional Skills and experience that will be useful:Knowledge of video standards H.264, MPEG2, HEVC, JPEG-XS, ST2110 and their applicationsKnowledge of Cloud Computing (AWS etc.)Experience of using Angular, JavaScript and PHP etc. will be an assetQualifications:A degree in Electrical/Computer/Mechatronics Engineering or Computer ScienceA minimum of 1 year of experienceExcellent verbal and written communication and proven interpersonal skillsBe result oriented, self-motivated and a team playerWhat we offer:Employer funded benefits programCompetitive total compensation packageWork-life balanceEmployee Assistance planEmployee Discount PlatformCareer progressionCasual work environmentSocial events and sports teamsAbout Us:Evertz Microsystems (TSX:ET) is a leading global manufacturer of broadcast equipment and solutions that deliver content to television sets, on-demand services, WebTV, IPTV, and mobile devices (like phones and tablets). Evertz has expertise in delivering complete end-to-end broadcast solutions for all aspects of broadcast production including content creation, content distribution and content delivery.Considered as an innovator by their customers, Evertz delivers cutting edge solutions that are unmatched in the industry in both hardware and software. Evertz delivers products and solutions that can be found in major broadcast facilities on every continent. Evertz’ customer base also includes telcos, satellite, cable TV, and IPTV providers.With over 1700 employees, that include hardware and software engineers, Evertz is one of the leaders in the broadcast industry. Evertz has a global presence with offices located in: Canada, United States, United Kingdom, Germany, United Arab Emirates, India, Hong Kong, China, Singapore, and Australia. Evertz was named one of Canada’s 50 Best Managed Companies, which recognizes excellence in Canadian-owned and Canadian-managed companies. Canada’s 50 Best Managed Companies identifies Canadian corporate success through companies focused on their core vision, creating stakeholder value and excelling in the global economy.Evertz makes certain there is an equal employment opportunity for all employees and applicants for employment, including persons with disabilities. In compliance with AODA, Evertz will strive to provide accommodation to persons with disabilities in the recruitment process upon request. If you are selected for an interview and you require accommodation due to a disability during the recruitment process, please notify Human Resources upon scheduling your interview.Thank you for considering a career with Evertz!When you apply to a job on this site, the personal data contained in your application will be collected by Evertz Microsystems Ltd (“Controller”), which is located at 5292 John Lucas Drive, Burlington, Ontario, Canada and can be contacted by emailing privacy@evertz.com. Controller’s data protection officer is Nadiera Toolsieram, who can be contacted at privacy@evertz.com. Your personal data will be processed for the purposes of managing Controller’s and its' subsidiaries' and affiliates' recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results thereto, and as is otherwise needed in the recruitment and hiring processes. Such processing is legally permissible under Art. 6(1)(f) of Regulation (EU) 2016/679 (General Data Protection Regulation) as necessary for the purposes of the legitimate interests pursued by the Controller, which are the solicitation, evaluation, and selection of applicants for employment.A complete privacy policy can be found at https://evertz.com/contact/privacy/Your personal data will be retained by Controller as long as Controller determines it is necessary to evaluate your application for employment. Under the GDPR, you have the right to request access to your personal data, to request that your personal data be rectified or erased, and to request that processing of your personal data be restricted. You also have to right to data portability. In addition, you may lodge a complaint with an EU supervisory authority.Powered by JazzHR4KcfAWRhXJ",onsite,NaN,"Burlington, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-01-26,https://ca.linkedin.com/jobs/view/embedded-software-engineer-junior-intermediate-senior-at-evertz-3491145774?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=DxqtWVkNSBH%2FgrBqvQ7XJQ%3D%3D&position=9&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Machine Learning Engineer,owl.co,"We are not working with recruitment agencies at this time*Owl.co enables insurers to fight illegitimate claims at scale while removing human bias from the process. Our clients are the top insurance companies across North America and are getting incredible results through our AI-powered evidence-based platform. We are on a mission to bring state-of-the-art ML and NLP methods to transform this traditionally manual activity into an equitable process. We are well-funded and have engineering offices in New York City, Toronto, and Vancouver.About the Role:We are looking for an ambitious and motivated Machine Learning Engineer to build the core intelligence behind products. You will be working across different functions – leading the design, implementation, and production of some of the most impactful systems in the insurance industry.What You’ll Be Doing:Collaborate directly with the CTO and the rest of the engineering team to build ML-powered systems and productsCollaborate with internal stakeholders to conduct impactful data analysis to meet customer needsBuild models to classify and rank and annotate documents to power the core fulfillment engineDevise experiments to improve internal processes, data collection, and ML modelsWork cross-functionally to solve challenging product problemsLead technical discussions and help drive technical decisions within the teamDevelop clear, well-documented, and maintainable code across the entire stackMentor junior engineers and contribute to growth of the engineering teamAnalyze user behavior from our platform to discover new features, trends, and insights aimed at improving our productsContribute to the development and direction of our analytics practicesIdeal experience:5+ years of ML experience with a strong track record of applied project work in the industryAdvance Degree or equivalent Extensive experience with PythonExpertise in reporting, dashboard development, and data managementSkilled in common data science tools and query languages such as pandas, NumPy, seaborn, sklearn, and SQLStrong interpersonal and written skills Expertise in A/B testing, statistical analysis, and the theory/practice of working with applied MLFamiliarity with AWS data services (Glue, Athena, QuickSight, etc.)Benefits$1,200 ($100 monthly) per year into a Wellness or Healthcare Spending AccountRRSP matching up to 4% of base salary4 weeks of vacation, 10 public holidays, plus 5 personal daysHybrid work modelDog-friendly officeWeekly team lunches in the office",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-13,https://ca.linkedin.com/jobs/view/senior-machine-learning-engineer-at-owl-co-3520478094?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=vyPUYYnGJIzPQypzz1qgnw%3D%3D&position=10&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Design Engineer (Markham),Evertz,"We are looking for the best people for multiple openings in our video router team. As a member of the team, you will be challenged with designing and enhancing the latest broadcast video equipment incorporating the most advanced technology.Requirements:Strong C, C++ programming skillsBackground in embedded systemsStructured, object oriented design and programming techniquesGeneral understanding of Linux programmingExperience or interest in one or more of the following: Linux device drivers, Ethernet networking, x86 architecture, PCI Express, USBQualifications:Bachelors Degree or Diploma in computer science or equivalentA minimum of 2 years experience in software developmentBe results oriented, self-motivated, and a team playerStrong analytical, research, and problem-solving skillsExcellent academic backgroundWhat we offer:Employer funded benefits programCompetitive total compensation packageWork-life balanceEmployee Assistance planEmployee Discount PlatformCareer progressionCasual work environmentSocial events and sports teamsAbout Evertz:Evertz Microsystems (TSX:ET) is a leading global manufacturer of broadcast equipment and solutions that deliver content to television sets, on-demand services, WebTV, IPTV, and mobile devices (like phones and tablets). Evertz has expertise in delivering complete end-to-end broadcast solutions for all aspects of broadcast production including content creation, content distribution and content delivery.Considered as an innovator by their customers, Evertz delivers cutting edge solutions that are unmatched in the industry in both hardware and software. Evertz delivers products and solutions that can be found in major broadcast facilities on every continent. Evertz’ customer base also includes telcos, satellite, cable TV, and IPTV providers.With over 1700 employees, that include hardware and software engineers, Evertz is one of the leaders in the broadcast industry. Evertz has a global presence with offices located in: Canada, United States, United Kingdom, Germany, United Arab Emirates, India, Hong Kong, China, Singapore, and Australia. Evertz was named one of Canada’s 50 Best Managed Companies, which recognizes excellence in Canadian-owned and Canadian-managed companies. Canada’s 50 Best Managed Companies identifies Canadian corporate success through companies focused on their core vision, creating stakeholder value and excelling in the global economy.Evertz makes certain there is an equal employment opportunity for all employees and applicants for employment, including persons with disabilities. In compliance with AODA, Evertz will strive to provide accommodation to persons with disabilities in the recruitment process upon request. If you are selected for an interview and you require accommodation due to a disability during the recruitment process, please notify Human Resources upon scheduling your interview.Thank you for considering a career with Evertz!When you apply to a job on this site, the personal data contained in your application will be collected by Evertz Microsystems Ltd (“Controller”), which is located at 5292 John Lucas Drive, Burlington, Ontario, Canada and can be contacted by emailing privacy@evertz.com. Controller’s data protection officer is Nadiera Toolsieram, who can be contacted at privacy@evertz.com. Your personal data will be processed for the purposes of managing Controller’s and its' subsidiaries' and affiliates' recruitment related activities, which include setting up and conducting interviews and tests for applicants, evaluating and assessing the results thereto, and as is otherwise needed in the recruitment and hiring processes. Such processing is legally permissible under Art. 6(1)(f) of Regulation (EU) 2016/679 (General Data Protection Regulation) as necessary for the purposes of the legitimate interests pursued by the Controller, which are the solicitation, evaluation, and selection of applicants for employment.A complete privacy policy can be found at https://evertz.com/contact/privacy/Your personal data will be retained by Controller as long as Controller determines it is necessary to evaluate your application for employment. Under the GDPR, you have the right to request access to your personal data, to request that your personal data be rectified or erased, and to request that processing of your personal data be restricted. You also have to right to data portability. In addition, you may lodge a complaint with an EU supervisory authority.Powered by JazzHRBfEjoI",onsite,NaN,"Markham, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Internet Publishing'}]",2023-01-25,https://ca.linkedin.com/jobs/view/software-design-engineer-markham-at-evertz-3491065870?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=1lNL9V7sjpWU%2FQK1vqgnlQ%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card
Staff Machine Learning Engineer,owl.co,"We are not working with recruitment agencies at this time*Owl.co enables insurers to fight illegitimate claims at scale while removing human bias from the process. Our clients are the top insurance companies across North America and are getting incredible results through our AI-powered evidence-based platform. We are on a mission to bring state-of-the-art ML and NLP methods to transform this traditionally manual activity into an equitable process. We are well-funded and have engineering offices in New York City, Toronto, and Vancouver.About the Role:We are looking for an ambitious and motivated Staff Machine Learning Engineer to build the core intelligence behind products. You will be working across different functions – leading the design, implementation, and production of some of the most impactful systems in the insurance industry.What You’ll Be Doing:Collaborate directly with the CTO and the rest of the engineering team to build ML-powered systems and productsCollaborate with internal stakeholders to conduct impactful data analysis to meet customer needsBuild models to classify and rank and annotate documents to power the core fulfillment engineDevise experiments to improve internal processes, data collection, and ML modelsWork cross-functionally to solve challenging product problemsLead technical discussions and help drive technical decisions within the teamDevelop clear, well-documented, and maintainable code across the entire stackMentor junior engineers and contribute to growth of the engineering teamAnalyze user behavior from our platform to discover new features, trends, and insights aimed at improving our productsContribute to the development and direction of our analytics practicesIdeal experience:6+ years of ML experience with a strong track record of applied project work in the tech industryAt least 4 years of experience outside of academia Advance Degree or equivalent Extensive experience with PythonExpertise in reporting, dashboard development, and data managementSkilled in common data science tools and query languages such as pandas, NumPy, seaborn, sklearn, and SQLStrong interpersonal and written skills Expertise in A/B testing, statistical analysis, and the theory/practice of working with applied MLFamiliarity with AWS data services (Glue, Athena, QuickSight, etc.)Benefits$1,200 ($100 monthly) per year into a Wellness or Healthcare Spending AccountRRSP matching up to 4% of base salary4 weeks of vacation, 10 public holidays, plus 5 personal daysHybrid work modelDog-friendly officeWeekly team lunches in the office",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-20,https://ca.linkedin.com/jobs/view/staff-machine-learning-engineer-at-owl-co-3536495683?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=p8Pocg%2BzLCFj4%2FTvvFi95w%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card
Senior Software Engineer - ML/Ranking,owl.co,"We are not working with recruitment agencies at this time*Owl.co is a software company that enables insurers to fight illegitimate claims at scale, while removing human bias from the process. Our clients are the top insurance companies across North America and are getting incredible results through our AI powered evidence-based platform. We are on a mission to bring state of the art ML and NLP methods to transform this traditionally manual activity into an equitable process. We are well-funded and have engineering offices in New York City, Toronto, and Vancouver.About the Role:We are looking for ambitious Senior/Staff level engineers with experience in ML systems to build the core intelligence behind our products. At Owl, you would lead the design, implementation, and production of some of the most impactful systems in the insurance industry.What You’ll Be Doing:Collaborate directly with the CTO and the rest of the engineering team to build ML-powered systems and productsUse state of the art NLP/ML techniques to annotate unstructured dataDevise experiments to improve ML modelsWork cross-functionally to solve challenging product problemsLead technical discussions and help drive technical decisions within the teamDevelop clear, well-documented, and maintainable code across the entire stackMentor junior engineers and contribute to growth of the engineering teamIdeal experience:7+ years of Software Engineering with experience serving in a Staff level capacityBachelor's Degree or higher in Computer Science, Mathematics, or related fieldExperience with ML and NLP systemsRecent experience with operating high QPS systems in production Substantial experience leading large products/systems from inception to productionDemonstrated analytical and data-driven approach to problem-solvingExperience in writing clear and concise planning and requirements documentsBenefits$1,200 ($100 monthly) per year into a Wellness or Healthcare Spending AccountRRSP matching up to 4% of base salary4 weeks of vacation, 10 public holidays, plus 5 personal daysHybrid work modelDog-friendly officeWeekly team lunches in the office",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Mid-Senior level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering'}, {'Industries': 'Technology, Information and Internet'}]",2023-03-01,https://ca.linkedin.com/jobs/view/senior-software-engineer-ml-ranking-at-owl-co-3543544065?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=XTHA6lmPJDQxk%2FA3Os2S6A%3D%3D&position=13&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,Lockheed Martin,Nan,onsite,NaN,"King, Ontario, Canada",[],2023-03-27,https://ca.linkedin.com/jobs/view/software-engineer-at-lockheed-martin-3578546284?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=crpqJ79Pe3o9YeuPNBpZxA%3D%3D&position=14&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Engineer,Recruiting in Motion,Nan,onsite,NaN,"North York, Ontario, Canada",[],2023-03-21,https://ca.linkedin.com/jobs/view/machine-learning-engineer-at-recruiting-in-motion-3533726755?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=awcg0p9U6x3VFeSVafPoUA%3D%3D&position=15&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,PORTA - Tradizione Italiana,Nan,onsite,NaN,"Toronto, Ontario, Canada",[],2023-02-28,https://ca.linkedin.com/jobs/view/software-engineer-at-porta-tradizione-italiana-3542657411?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=CmIM3fcI5zaGgbtv6N78xA%3D%3D&position=16&pageNum=0&trk=public_jobs_jserp-result_search-card
Machine Learning Research Engineer,MarketMuse,Nan,onsite,NaN,"Montreal, Quebec, Canada",[],2023-02-08,https://ca.linkedin.com/jobs/view/machine-learning-research-engineer-at-marketmuse-3506627485?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=G00mSs7wIm65QqgCVkNlqg%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card
AI SDK Software Engineer,Untether AI,"Untether AI is a rapidly growing Toronto startup building next generation hardware AI accelerators for neural net inference. We are investing in software in a big way in order to make it as seamless as possible for researchers and developers to successfully deploy neural networks on our hardware. It involves optimizing a variety of common neural networks to run on our architectures using our software optimization tool flow.We are looking for software developers who are highly motivated and innately curious. Successful candidate can expect to contribute to small agile teams in core areas and be provided with close mentoring and guidance from senior software engineers. Because we're building new systems from the ground up, you’ll get to work on new and unsolved problems using state-of-the art technologies.Core CompetenciesSoftware that translates a wide variety of neural nets into efficient mappings and fast implementations on our accelerator hardwareModern optimizing compilers and advanced optimization techniques for spatial architecturesPhysical implementation tools like place-and-route and standard libraries required run neural net models on our custom hardwareSystem software, kernel drivers, and server run-time environment for integrating our chip into data centers or other client applicationsUser SW tools such as profilers, debuggers and simulatorsPreferred Skills & ExperienceEnthusiastic about all things AIPassionate about solving hard problems and pushing the envelope of what’s possibleTools and programming languages: python, numpy, keras, tensorflow, C, C++, gitNeural net training / inference, compilers, graph optimization, spatial architectures, hw accelerators Data structures and algorithms knowledge, experience with software architecture patterns, confidence with low-level topics like bit manipulation, AI experienceWhat are some of the perks that you will receive being part of Untether AI?Aligned to Untether’s philosophy, our employees enjoy the same perks, regardless of role or level. In part, these include:20 vacation daysStrong health and extended health benefitsUnlimited sick daysStock optionsBuilding chips and software that will change the worldThinking about applying?We’re a pretty welcoming bunch of people. If we’ve piqued your interest, you’re passionate about the same things we are but you aren’t sure if you check all the boxes, please apply anyway. We’re a great place to work, an even better place to learn and we focus on both capability and potential!Besides being a pretty friendly group, we’re also pretty diverse - ethnically, experientially and in our physical and mental abilities. If you are someone who needs accommodation during the interview process and/or in the workplace, please send a note along with your resume to careers@untether.ai and we’ll be in touch. A little bit more about Untether AIUntether AI has developed a groundbreaking new architecture that brings neural net inference to new levels of performance and efficiency. We’ve already sold our product to smart clients who want to get in at ground zero. We’ve done this while continuing to improve our technology creating ultra-efficient, high performance AI chips that eliminates the data movement bottleneck that costs energy and performance in traditional architectures. We’re a team made up of scientists, engineers and entrepreneurs and have the support of tier one investors. We recently received $125 million in our series B funding round which enables us to expand our customer engagements, enhance our software offering, and build the next generation of industry leading AI inference products. Join us to be part of something big - a chance to create the future of AI.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Not Applicable'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Transportation, Logistics, Supply Chain and Storage and Internet Publishing'}]",2022-09-24,https://ca.linkedin.com/jobs/view/ai-sdk-software-engineer-at-untether-ai-3318553734?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=BehCtcyfamm77dGBFtCDWA%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card
Software Engineer,Boosted.ai,"Boosted.ai is a fintech company headquartered in Toronto, Canada with offices in New York City. We provide AI tools to asset managers to augment their equity capital markets research. Boosted.ai empowers finance professionals to use AI and machine learning to sort through massive amounts of data to find stock opportunities. We are a well funded, post Series-B company - our lead investors are innovators and disruptors in financial and technology markets, including Spark Capital (Twitter, Slack, Affirm), Ten Coves Capital (Plaid, Sentieo, TouchBistro), Portage Ventures (Wealthsimple, Borrowell, Nesto), and RBC (Royal Bank of Canada).Position DescriptionAs a Software Engineer at Boosted.ai, you will develop impactful solutions to complex, real-world problems. We're looking for engineers who have a passion for writing reusable, performant solutions to complex problems, who can keep an open mind and adapt to an ever-changing market landscape, and who can collaborate and work effectively on small teams.ResponsibilitiesTake ownership of the full development cyclePartner with clients and other developers to design, build and roll out solutions that will optimize complex workflowsUnderstand and efficiently manipulate large datasetsMake quick, thoughtful decisionsBe a collaborative member of your teamHave a strong understanding of data structures and algorithmsBe an excellent problem solverRequirementsBA, BS, MS, PhD in Computer Science, Computer Engineering or related technology field1+ years programming experience in PythonDiverse PerspectivesWe know that innovation thrives on product teams where diverse points of view come together to solve hard problems in ways that are just now possible. As such, we explicitly seek people that bring diverse life experiences, diverse educational backgrounds, diverse cultures, and diverse work experiences. Please be prepared to share with us how your perspective will bring something unique and valuable to our product teams.",onsite,NaN,"Toronto, Ontario, Canada","[{'Seniority level': 'Entry level'}, {'Employment type': 'Full-time'}, {'Job function': 'Engineering and Information Technology'}, {'Industries': 'Technology, Information and Internet'}]",2023-02-26,https://ca.linkedin.com/jobs/view/software-engineer-at-boosted-ai-3536636565?refId=zhlNBBsLho0t1KXfRtuLhw%3D%3D&trackingId=xrrGVGxDPRs2jT25e332Mg%3D%3D&position=19&pageNum=0&trk=public_jobs_jserp-result_search-card
